鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
內湖區,房地(土地+建物),臺北市內湖區文德路22巷61~90號,14.5,住,,,10307,土地4建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701113,50.58,3,2,2,有,無,8000000,158165,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段601~630號,31.04,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,98.43,3,2,2,有,無,19600000,199126,,0.0,0
信義區,房地(土地+建物),臺北市信義區福德街31~60號,32.5,住,,,10307,土地1建物1車位0,一層，騎樓,004,公寓(5樓含以下無電梯),住家用,加強磚造,,88.99,0,0,0,無,無,37000000,415777,,0.0,0
信義區,房地(土地+建物),臺北市信義區和平東路三段511~540號,42.36,住,,,10305,土地2建物1車位0,一層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0711220,146.11,1,0,2,有,無,8900000,60913,,0.0,0
信義區,房地(土地+建物),臺北市信義區和平東路三段511~540號,42.36,住,,,10305,土地2建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711020,146.11,4,2,2,有,無,8800000,60229,,0.0,0
信義區,房地(土地+建物),臺北市信義區和平東路三段511~540號,42.36,住,,,10305,土地2建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711220,146.11,3,2,2,有,無,8800000,60229,,0.0,0
信義區,房地(土地+建物),臺北市信義區松山路656巷1~30號,42.69,住,,,10307,土地3建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,96.25,2,1,1,有,無,10200000,105974,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區東興路61~90號,52.15,工,,,10307,土地1建物1車位2,八層,011,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1030514,352.28,0,0,0,無,有,60450000,204100,坡道平面,78.15,4500000
信義區,房地(土地+建物)+車位,臺北市信義區東興路61~90號,51.95,工,,,10307,土地1建物1車位1,五層,011,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1030514,310.3,0,0,0,無,有,59680000,210419,坡道平面,36.18,2000000
信義區,房地(土地+建物)+車位,臺北市信義區東興路61~90號,51.98,工,,,10307,土地1建物1車位2,五層,011,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1030514,316.28,0,0,0,無,有,59000000,205235,坡道機械,41.96,2700000
信義區,房地(土地+建物),臺北市信義區松隆路61~90號,22.25,住,,,10307,土地1建物1車位0,一層，平台，騎樓,004,店面(店鋪),住家用,鋼筋混凝土造,0611016,73.55,0,1,1,有,無,59300000,806254,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區研究院路二段98巷1~30號,35.96,住,,,10306,土地1建物2車位2,一層，二層,011,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020808,237.16,2,1,1,有,有,10120000,42670,坡道平面,66.51,0
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷31~60號,51.55,住,,,10307,土地1建物1車位1,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951214,249.10999999999999,4,2,2,有,有,47000000,188672,坡道平面,39.64,0
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,8.47,商,,,10306,土地1建物1車位0,十三層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721229,99.28,3,2,1,有,有,23000000,231668,,0.0,0
松山區,房地(土地+建物),臺北市松山區南京東路三段335巷1~30號,4.64,住,,,10306,土地3建物1車位0,二層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0740819,28.8,1,1,1,有,有,7200000,250000,,0.0,0
松山區,房地(土地+建物),臺北市松山區富錦街481~510號,35.0,住,,,10306,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.67,4,2,2,有,無,16300000,192512,,0.0,0
北投區,房地(土地+建物),臺北市北投區西安街一段271~300號,27.75,商,,,10306,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641022,90.77,3,2,1,有,無,12000000,132202,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區致遠一路一段61~90號,12.61,住,,,10307,土地1建物1車位1,四層,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030303,70.91,1,1,1,有,有,12320000,173741,升降機械,18.3,0
北投區,土地,桃源段五小段121~150地號,4.71,住,,,10307,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,199472,42351,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區天玉街1~30號,76.62,住,,,10307,土地1建物2車位1,地下一層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850109,295.91,1,1,2,有,有,38800000,131121,升降機械,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段31~60號,29.55,住,,,10307,土地1建物1車位1,三層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860115,164.39,3,2,2,有,有,23000000,139911,坡道平面,0.0,0
士林區,房地(土地+建物),臺北市士林區雙溪街91~120號,9.74,住,,,10306,土地1建物1車位0,八層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810109,57.59,2,1,1,有,有,12580000,218441,,0.0,0
北投區,房地(土地+建物),臺北市北投區吉利街280巷27弄1~30號,33.0,住,,,10305,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0590324,89.93,5,2,3,有,無,13300000,147893,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區天母西路13巷1~30號,43.03,商,,,10307,土地5建物1車位1,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710210,228.09,3,2,2,有,有,40000000,175369,坡道平面,60.37,0
大安區,房地(土地+建物),臺北市大安區溫州街74巷1~30號,17.88,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,,52.91,2,1,1,有,有,14500000,274050,,0.0,0
大安區,房地(土地+建物),臺北市大安區延吉街233巷1~30號,13.0,住,,,10307,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,,70.27,4,2,2,有,無,4000000,56923,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段181~210號,4.25,商,,,10307,土地1建物1車位1,九層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850705,56.95,1,1,1,有,有,17000000,298507,塔式車位,0.0,0
文山區,房地(土地+建物),臺北市文山區羅斯福路六段142巷20弄1~30號,38.1,住,,,10307,土地3建物1車位0,二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830902,145.07,3,1,1,有,有,26000000,179224,,0.0,0
中正區,車位,臺北市中正區羅斯福路四段31~60號,0.66,商,,,10307,土地0建物0車位1,,,其他,,,,30.41,0,0,0,有,有,2700000,,坡道平面,30.41,2700000
中正區,房地(土地+建物),臺北市中正區仁愛路二段38巷7弄1~30號,12.17,住,,,10306,土地5建物1車位0,三層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820914,84.5,3,2,1,有,無,25500000,301775,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷100弄1~30號,11.23,住,,,10307,土地5建物1車位0,地下一層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850423,50.480000000000004,1,1,1,有,有,5000000,99049,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街91~120號,18.38,住,,,10307,土地1建物1車位1,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970619,125.64,2,2,1,有,有,13750000,109440,坡道平面,36.23,0
內湖區,房地(土地+建物),臺北市內湖區陽光街321巷31~60號,65.97,工,,,10306,土地2建物1車位0,四層,007,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0980119,303.7,0,1,0,有,有,43170000,142147,,0.0,0
松山區,房地(土地+建物),臺北市松山區南京東路五段23巷9弄1~30號,45.0,住,,,10304,土地2建物1車位0,二層,003,公寓(5樓含以下無電梯),,加強磚造,,70.4,4,1,1,有,無,12099800,171872,,0.0,0
士林區,車位,臺北市士林區承德路五段31~60號,1.01,住,,,10307,土地0建物0車位1,地下層,004,其他,,鋼筋混凝土造,0631211,25.47,0,0,0,有,有,1100000,,坡道平面,25.47,1100000
士林區,房地(土地+建物),臺北市士林區社子街146巷1~30號,17.26,住,,,10306,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010305,80.0,2,1,1,有,有,10900000,136250,,0.0,0
北投區,房地(土地+建物),臺北市北投區崇仁路一段61~90號,8.58,住,,,10307,土地1建物1車位0,一層,007,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000826,42.33,0,0,1,無,有,12680000,299551,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路三段1巷31~60號,16.62,住,,,10307,土地1建物1車位0,十五層,015,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,87.28,2,1,1,有,有,20000000,229148,,0.0,0
大安區,房地(土地+建物),臺北市大安區延吉街241~270號,18.54,住,,,10307,土地1建物1車位0,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.94,5,2,2,有,無,30000000,277932,,0.0,0
北投區,房地(土地+建物),臺北市北投區知行路225巷1~30號,18.71,住,,,10307,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680627,73.44,3,2,1,有,無,8400000,114379,,0.0,0
北投區,土地,桃源段二小段121~150地號,53.0,住,,,10307,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2120000,40000,,0.0,0
士林區,房地(土地+建物),臺北市士林區天母北路9巷1~30號,33.15,商,,,10306,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680502,111.04,3,2,2,有,無,20000000,180115,,0.0,0
士林區,房地(土地+建物),臺北市士林區天母西路1~30號,4.52,其他,,,10307,土地2建物1車位0,一層,011,店面(店鋪),商業用,鋼筋混凝土造,0670125,28.71,0,1,0,有,有,18500000,644375,,0.0,0
士林區,房地(土地+建物),臺北市士林區德行西路31~60號,9.49,工,,,10307,土地3建物1車位0,四層,013,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970502,48.45,1,2,1,有,有,13780000,284417,,0.0,0
信義區,車位,臺北市信義區永吉路151~180號,0.08,商,,,10307,土地0建物0車位1,地下二層，地下三層,014,其他,見使用執照,鋼骨鋼筋混凝土造,0801226,40.379999999999995,0,0,0,有,有,3000000,,坡道平面,40.38,3000000
松山區,房地(土地+建物),臺北市松山區新東街6巷1~30號,32.75,其他,,,10306,土地1建物1車位0,一層，平台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,90.24,3,2,2,有,無,21500000,238254,,0.0,0
南港區,房地(土地+建物),臺北市南港區南港路三段121~150號,29.05,工,,,10306,土地3建物1車位0,二層,005,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,117.33,4,1,1,有,無,7102316,60533,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段217巷61~90號,34.15,住,,,10307,土地1建物1車位0,一層,007,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0721117,105.7,2,1,1,有,有,18500000,175024,,0.0,0
內湖區,土地,康寧段三小段751~780地號,43.0,商,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39050880,908160,,0.0,0
中山區,房地(土地+建物),臺北市中山區錦州街30巷1~30號,2.39,商,,,10307,土地1建物1車位0,七層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0680613,20.28,1,1,1,有,有,2800000,138067,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,10.36,住,,,10307,土地1建物1車位0,十四層,021,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,60.349999999999994,2,1,1,有,有,12410000,205634,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區內江街126巷1~30號,16.25,商,,,10307,土地2建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0591008,37.63,1,1,1,有,無,3600000,95668,,0.0,0
文山區,土地,木柵段二小段751~780地號,614.0,其他,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,10749,,0.0,0
大安區,房地(土地+建物),臺北市大安區瑞安街241~270號,24.88,住,,,10307,土地1建物1車位0,三層,006,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0890329,77.22,2,1,1,有,無,16600000,214970,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路二段118巷6弄1~30號,32.8,住,,,10306,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,118.3,3,2,2,有,無,26300000,222316,,0.0,0
大安區,房地(土地+建物),臺北市大安區仁愛路四段345巷2弄1~30號,46.71,住,,,10306,土地1建物1車位0,三層，陽台,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,177.47,4,2,2,有,有,57880000,326140,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段151~180號,15.35,其他,,,10306,土地2建物1車位1,四層,021,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,160.06,3,2,2,有,有,46580000,291016,坡道平面,0.0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181~210號,7.81,商,,,10304,土地2建物1車位0,五層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0731116,81.53,3,1,1,有,有,20000000,245308,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區安和路一段127巷31~60號,32.57,住,,,10306,土地6建物1車位1,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681231,182.10000000000002,4,2,2,有,有,50480000,288929,坡道平面,21.23,4000000
士林區,房地(土地+建物),臺北市士林區福華路151~180號,28.4,住,,,10305,土地2建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700404,92.95,3,1,1,有,無,23000000,247445,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段39巷131弄1~30號,33.37,住,,,10307,土地3建物1車位1,三層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030508,167.27,3,2,2,有,有,27450000,164106,坡道平面,0.0,2600000
北投區,房地(土地+建物),臺北市北投區溫泉路61~90號,10.48,其他,,,10306,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700218,79.09,0,0,0,無,有,8000000,101151,,0.0,0
北投區,房地(土地+建物),臺北市北投區溫泉路61~90號,13.68,其他,,,10306,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700218,103.06,0,0,0,無,有,11000000,106734,,0.0,0
士林區,車位,臺北市士林區中山北路七段81巷1~30號,5.72,住,,,10307,土地0建物0車位1,地下三層,019,其他,見使用執照,鋼筋混凝土造,0811124,37.41,0,0,0,有,有,2550000,,坡道平面,39.03,2550000
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段39巷131弄1~30號,33.37,住,,,10307,土地3建物1車位1,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030508,184.52,3,2,2,有,無,34600000,187514,升降平面,0.0,2400000
士林區,房地(土地+建物),臺北市士林區中社路一段61巷1~30號,85.71,住,,,10305,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,103.75,2,2,1,有,無,12500000,120482,,0.0,0
士林區,土地,永平段二小段361~390地號,42.33,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2964666,70037,,0.0,0
北投區,土地,豐年段三小段331~360地號,602.98,農,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24624000,40837,,0.0,0
士林區,房地(土地+建物),臺北市士林區菁山路61~90號,111.85,住,,,10307,土地1建物1車位0,全,004,透天厝,見使用執照,鋼筋混凝土造,0880210,255.56,3,2,4,有,無,31450000,123063,,0.0,0
北投區,土地,八仙段二小段61~90地號,667.61,農,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37966600,56869,,0.0,0
松山區,房地(土地+建物),臺北市松山區光復北路26巷1~30號,7.55,商,,,10306,土地2建物1車位0,五層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830324,70.01,1,1,1,有,無,18900000,269961,,0.0,0
南港區,房地(土地+建物),臺北市南港區研究院路二段12巷57弄31~60號,26.66,住,,,10306,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740802,94.6,3,2,1,有,無,13800000,145877,,0.0,0
信義區,土地,永吉段一小段121~150地號,25.35,住,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24544000,968205,,0.0,0
信義區,土地,永吉段一小段121~150地號,153.0,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,148096000,967948,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷36弄91~120號,47.09,住,,,10002,土地1建物1車位2,一層,021,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,317.77,2,2,2,有,有,77340000,317636,坡道平面,90.34,5100000
南港區,房地(土地+建物)+車位,臺北市南港區研究院路二段98巷1~30號,11.63,住,,,10307,土地1建物1車位1,三層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,83.28,3,2,2,有,有,3500000,42027,坡道平面,22.17,0
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷36弄61~90號,35.58,住,,,10307,土地1建物1車位1,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030224,223.68,3,2,2,有,有,45000000,230583,坡道平面,38.28,2250000
信義區,房地(土地+建物),臺北市信義區光復南路481~510號,10.08,商,,,10307,土地1建物1車位0,十層,020,辦公商業大樓,商業用,鋼骨混凝土造,0850320,124.58,0,0,1,無,有,6687888,53679,,0.0,0
南港區,車位,臺北市南港區福德街301~330號,0.14,住,,,10307,土地0建物0車位1,一層,010,其他,見其他登記事項,鋼筋混凝土造,1010717,37.690000000000005,0,0,0,有,無,2000000,,坡道平面,37.69,2000000
松山區,房地(土地+建物),臺北市松山區三民路136巷31~60號,8.34,住,,,10307,土地1建物1車位0,四層,006,套房(1房1廳1衛),住家用,鋼筋混凝土造,,30.69,1,1,1,有,有,7700000,250896,,0.0,0
中山區,房地(土地+建物),臺北市中山區復興北路31~60號,22.01,商,,,10307,土地1建物1車位0,十一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710918,249.65,0,0,0,無,有,54000000,216303,,0.0,0
